facilityId,facilityName,siteAddress,streetNumber,streetDirection,streetName,streetType,streetUnit,city,state,zip,typeOfFacility,categoryOfFacility,inspectionType,inspectionDate,violationCode,violation,violationPoints,violationType,violationStatus,inspectionScore,location,concat_address,split_coords,google_coords
FA0000653,ILLEGAL PETES,1447 PEARL ST,1447,,PEARL,ST,,BOULDER,CO,803025306,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,3/28/2018,02F,Training Needed,0,Critical,In,16,"1447 PEARL ST
BOULDER, CO 803025306
(40.018569, -105.276754)",1447 PEARL ST BOULDER CO USA,"40.018569, -105.276754","40.0188174,-105.2763118"
FA0000591,LUCKYS MARKET,3960 BROADWAY ST,3960,,BROADWAY,ST,,BOULDER,CO,803041132,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,8/31/2016,02C,Hands Washed As Needed,0,Critical,In,50,"3960 BROADWAY ST
BOULDER, CO 803041132
(40.047521, -105.282086)",3960 BROADWAY ST BOULDER CO USA,"40.047521, -105.282086","40.0473408,-105.2810156"
FA0000025,ABOS PIZZA NORTH,2761 IRIS AVE,2761,,IRIS,AVE,,BOULDER,CO,803042433,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/17/2017,15B,Linen Properly Stored,0,Non-Critical,Not Observed,25,"2761 IRIS AVE
BOULDER, CO 803042433
(40.03645, -105.259608)",2761 IRIS AVE BOULDER CO USA,"40.03645, -105.259608","40.0375466,-105.2593606"
FA0001368,LOAF N JUG 95,200 LASHLEY ST,200,,LASHLEY,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/17/2017,03B,Rapidly Reheat to 165 Degrees or Greater,0,Critical,In,25,"200 LASHLEY ST
LONGMONT, CO 80501
(40.163027, -105.088171)",200 LASHLEY ST LONGMONT CO USA,"40.163027, -105.088171","40.1629806,-105.0876633"
FA0000095,BOULDERS DINNER THEATRE,5501 ARAPAHOE RD,5501,,ARAPAHOE,RD,,BOULDER,CO,803031334,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/14/2016,03A,Cooling Methods,0,Critical,In,50,"5501 ARAPAHOE RD
BOULDER, CO 803031334",5501 ARAPAHOE RD BOULDER CO USA,,"40.0148045,-105.213055"
FA0001267,FOX THEATER,1135 13TH ST,1135,,13TH,ST,,BOULDER,CO,803023802,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,9/6/2015,14G,Premises Maintained,0,Non-Critical,Not Observed,45,"1135 13TH ST
BOULDER, CO 803023802
(40.008029, -105.276225)",1135 13TH ST BOULDER CO USA,"40.008029, -105.276225","40.0080341,-105.2765761"
FA0002200,TEXAS ROADHOUSE,2351 CLOVER BASIN DR,2351,,CLOVER BASIN,DR,,LONGMONT,CO,80503,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/5/2014,07B,Pesticide Application,0,Critical,In,15,"2351 CLOVER BASIN DR
LONGMONT, CO 80503
(40.14409, -105.131531)",2351 CLOVER BASIN DR LONGMONT CO USA,"40.14409, -105.131531","40.1427031,-105.1313319"
FA0001236,BACK COUNTRY PIZZA AND TAP HOUSE,2319 ARAPAHOE RD,2319,,ARAPAHOE,RD,,BOULDER,CO,80302,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/19/2016,03F,Food Thermometer,0,Critical,In,70,"2319 ARAPAHOE RD
BOULDER, CO 80302
(40.014615, -105.264042)",2319 ARAPAHOE RD BOULDER CO USA,"40.014615, -105.264042","40.0145884,-105.1962555"
FA0000339,SNARF BURGER,2000 ARAPAHOE AVE,2000,,ARAPAHOE,AVE,,BOULDER,CO,803026513,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/15/2016,01B,Wholesome Free of Spoilage,0,Critical,In,20,"2000 ARAPAHOE AVE
BOULDER, CO 803026513
(40.014605, -105.268813)",2000 ARAPAHOE AVE BOULDER CO USA,"40.014605, -105.268813","40.01448329999999,-105.2688712"
FA0002526,HOLIDAY INN EXPRESS,4777 BROADWAY ST,4777,,BROADWAY,ST,,BOULDER,CO,80304,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/10/2016,03E,Cold Hold at 41 Degrees or Less,0,Critical,In,20,"4777 BROADWAY ST
BOULDER, CO 80304
(40.060896, -105.282126)",4777 BROADWAY ST BOULDER CO USA,"40.060896, -105.282126","40.0612313,-105.2829086"
FA0000923,SUNDOWN SALOON,1136 PEARL ST,1136,,PEARL,ST,,BOULDER,CO,803025141,RESTAURANT 101 TO 200 SEATS,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,1/23/2017,14G,Premises Maintained,0,Non-Critical,Not Observed,25,"1136 PEARL ST
BOULDER, CO 803025141
(40.017726, -105.280845)",1136 PEARL ST BOULDER CO USA,"40.017726, -105.280845","40.0175623,-105.280328"
FA0000903,NIWOT MARKET,7980 NIWOT RD,7980,,NIWOT,RD,,Niwot,CO,805037149,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,4/4/2018,08C,Properly Used,0,Critical,In,50,"7980 NIWOT RD
Niwot, CO 805037149
(40.101625, -105.167158)",7980 NIWOT RD Niwot CO USA,"40.101625, -105.167158","40.1010572,-105.1670731"
FA0002207,KING SOOPERS 135,480 N HWY 287,480,N,HWY 287,,,LAFAYETTE,CO,80026,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,7/26/2016,02F,Training Needed,0,Critical,In,1,"480 N HWY 287
LAFAYETTE, CO 80026
(40.001464, -105.102804)",480 N HWY 287 LAFAYETTE CO USA,"40.001464, -105.102804","40.00185,-105.1017375"
FA0000511,LONGMONT PERFORMING ARTS CENTER,513 MAIN ST,513,,MAIN,ST,,LONGMONT,CO,805015536,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/29/2015,06B,Accessible,0,Critical,In,20,"513 MAIN ST
LONGMONT, CO 805015536
(40.167927, -105.102507)",513 MAIN ST LONGMONT CO USA,"40.167927, -105.102507","40.1679107,-105.1029186"
FA0005013,DICKEYS BARBECUE PIT,1935 MAIN ST UNIT A,1935,,MAIN,ST,A,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,3/27/2018,02G,No Bare Hand Contact,0,Critical,In,0,"1935 MAIN ST UNIT A
LONGMONT, CO 80501
(40.193253, -105.102346)",1935 MAIN ST UNIT A LONGMONT CO USA,"40.193253, -105.102346","40.1932924,-105.1033178"
FA0000673,3S BAR,333 MAIN ST,333,,MAIN,ST,,LONGMONT,CO,805015532,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,10/3/2017,12A,Food Contact Surfaces Cleaning,0,Non-Critical,Not Observed,0,"333 MAIN ST
LONGMONT, CO 805015532
(40.164668, -105.102515)",333 MAIN ST LONGMONT CO USA,"40.164668, -105.102515","40.1646619,-105.1028044"
FA0000558,MUSTARDS LAST STAND,1719 BROADWAY ST,1719,,BROADWAY,ST,,BOULDER,CO,803026220,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/22/2013,05A,Safe Water Source,0,Critical,In,0,"1719 BROADWAY ST
BOULDER, CO 803026220
(40.014475, -105.278795)",1719 BROADWAY ST BOULDER CO USA,"40.014475, -105.278795","40.0144493,-105.2790174"
FA0001030,BOULDER COUNTY JAIL,3200 AIRPORT RD,3200,,AIRPORT,RD,,BOULDER,CO,803012226,NO FEE LICENSE K12 SCHOOLS NON PROFIT,RESIDENTIAL FACILITIES,ROUTINE INSPECTION,6/23/2016,04B,Mechanical,10,Critical,Out,30,"3200 AIRPORT RD
BOULDER, CO 803012226
(40.034984, -105.232676)",3200 AIRPORT RD BOULDER CO USA,"40.034984, -105.232676","40.0342493,-105.2327265"
FA0000611,TACO BOULDER,1175 WALNUT ST,1175,,WALNUT,ST,,BOULDER,CO,803025116,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/17/2018,08B,Properly Labeled,5,Critical,Out,25,"1175 WALNUT ST
BOULDER, CO 803025116
(40.016809, -105.279927)",1175 WALNUT ST BOULDER CO USA,"40.016809, -105.279927","40.0169852,-105.2800769"
FA0000590,BLACK PEPPER PHO,2770 PEARL ST UNIT B,2770,,PEARL,ST,B,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/18/2018,06C,Soap and Drying Devices,5,Critical,Out,60,"2770 PEARL ST UNIT B
BOULDER, CO 80301
(40.022138, -105.259053)",2770 PEARL ST UNIT B BOULDER CO USA,"40.022138, -105.259053","40.0219741,-105.2590053"
FA0000392,HAPA SUSHI AND SAKE,1117 PEARL ST,1117,,PEARL,ST,,BOULDER,CO,803025103,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,10/15/2013,02G,No Bare Hand Contact,0,Critical,In,0,"1117 PEARL ST
BOULDER, CO 803025103
(40.017666, -105.281119)",1117 PEARL ST BOULDER CO USA,"40.017666, -105.281119","40.0178425,-105.2808494"
FA0002612,CHILIS GRILL AND BAR,579 N HWY 287,579,N,HWY 287,,,LAFAYETTE,CO,80026,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/22/2017,07B,Pesticide Application,0,Critical,In,5,"579 N HWY 287
LAFAYETTE, CO 80026
(40.003481, -105.10299)",579 N HWY 287 LAFAYETTE CO USA,"40.003481, -105.10299","40.0034588,-105.1037534"
FA0003781,JFE SUSHI (KS-80),995 S HOVER ST,995,S,HOVER,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,2/8/2017,04A,Manual,0,Critical,In,10,"995 S HOVER ST
LONGMONT, CO 80501
(40.150486, -105.130772)",995 S HOVER ST LONGMONT CO USA,"40.150486, -105.130772","40.1505035,-105.1341187"
FA0001229,LONGMONT DAIRY QUEEN,616 MAIN ST,616,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,5/2/2014,05D,Sewage Disposal,0,Critical,In,35,"616 MAIN ST
LONGMONT, CO 80501
(40.169629, -105.102506)",616 MAIN ST LONGMONT CO USA,"40.169629, -105.102506","40.16967229999999,-105.1021649"
FA0005361,SCRUMPTIOUS (SPECIAL EVENT),7523 GRANDVIEW AVE,7523,,GRANDVIEW,AVE,,Arvada,CO,80002,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,10/27/2018,01E,Date Marking,0,Critical,Not Applicable,0,"7523 GRANDVIEW AVE
Arvada, CO 80002
(39.799232, -105.081067)",7523 GRANDVIEW AVE Arvada CO USA,"39.799232, -105.081067","39.7993842,-105.0811551"
FA0000137,BOULDER COUNTRY CLUB SNACK BAR,7350 CLUBHOUSE RD,7350,,CLUBHOUSE,RD,,BOULDER,CO,803013719,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,8/30/2013,05D,Sewage Disposal,0,Critical,In,0,"7350 CLUBHOUSE RD
BOULDER, CO 803013719
(40.065487, -105.183549)",7350 CLUBHOUSE RD BOULDER CO USA,"40.065487, -105.183549","40.0651651,-105.1867747"
FA0000555,MOUNTAIN PEOPLES COOP,30 E 1ST ST,30,E,1ST,ST,,NEDERLAND,CO,804660000,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,8/4/2016,02F,Training Needed,0,Critical,In,30,"30 E 1ST ST
NEDERLAND, CO 804660000
(39.961885, -105.509657)",30 E 1ST ST NEDERLAND CO USA,"39.961885, -105.509657","39.9617441,-105.5097114"
FA0003391,NATURAL GROCERS BY VITAMIN COTTAGE,1745 N MAIN ST,1745,N,MAIN,ST,,LONGMONT,CO,80501,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,4/30/2014,06B,Accessible,0,Critical,In,15,"1745 N MAIN ST
LONGMONT, CO 80501
(40.18988, -105.102333)",1745 N MAIN ST LONGMONT CO USA,"40.18988, -105.102333","40.19022750000001,-105.1038485"
FA0000416,SUSHI HANA,1220 PENNSYLVANIA AVE,1220,,PENNSYLVANIA,AVE,,BOULDER,CO,803027023,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,2/29/2016,06B,Accessible,10,Critical,Out,80,"1220 PENNSYLVANIA AVE
BOULDER, CO 803027023
(40.008693, -105.276581)",1220 PENNSYLVANIA AVE BOULDER CO USA,"40.008693, -105.276581","40.0085287,-105.2766725"
FA0000947,HALF FAST SUBS ON THE HILL,1215 13TH ST,1215,,13TH,ST,,BOULDER,CO,803027057,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/22/2013,02C,Hands Washed As Needed,0,Critical,In,45,"1215 13TH ST
BOULDER, CO 803027057
(40.009004, -105.276226)",1215 13TH ST BOULDER CO USA,"40.009004, -105.276226","40.00903599999999,-105.2764282"
FA0001548,PANADERIA SABOR A MEXICO,2839 28TH ST,2839,,28TH,ST,,BOULDER,CO,80301,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,2/1/2018,08A,Properly Stored,0,Critical,In,10,"2839 28TH ST
BOULDER, CO 80301
(40.028138, -105.258397)",2839 28TH ST BOULDER CO USA,"40.028138, -105.258397","40.0279865,-105.2589885"
FA0000401,HUCKLEBERRY,700 MAIN ST,700,,MAIN,ST,,LOUISVILLE,CO,800271830,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/22/2017,03E,Cold Hold at 41 Degrees or Less,15,Critical,Out,45,"700 MAIN ST
LOUISVILLE, CO 800271830
(39.977013, -105.132138)",700 MAIN ST LOUISVILLE CO USA,"39.977013, -105.132138","39.976987,-105.1319715"
FA0001374,SUSHI OUTLET,402 MARSHALL RD,402,,MARSHALL,RD,,SUPERIOR,CO,80027,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/6/2018,05B,Hot and Cold Water Under Pressure,0,Critical,In,25,"402 MARSHALL RD
SUPERIOR, CO 80027
(39.956541, -105.170144)",402 MARSHALL RD SUPERIOR CO USA,"39.956541, -105.170144","39.9564745,-105.1705339"
FA0000841,TACO BELL #33840,2220 MAIN ST,2220,,MAIN,ST,,LONGMONT,CO,805011419,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/23/2014,08C,Properly Used,0,Critical,In,15,"2220 MAIN ST
LONGMONT, CO 805011419
(40.198671, -105.102453)",2220 MAIN ST LONGMONT CO USA,"40.198671, -105.102453","40.1983477,-105.1019365"
FA0002677,MY RAMEN & IZAKAYA,3280 28TH ST UNIT 2,3280,,28TH,ST,2,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,1/13/2014,07A,Evidence of Insects or Rodents,0,Critical,In,50,"3280 28TH ST UNIT 2
BOULDER, CO 80301
(40.034107, -105.258339)",3280 28TH ST UNIT 2 BOULDER CO USA,"40.034107, -105.258339","40.0342111,-105.2576484"
FA0000061,MOES BROADWAY BAGEL,3267 28TH ST,3267,,28TH,ST,,BOULDER,CO,803011408,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/6/2018,01A,Approved Source,0,Critical,In,0,"3267 28TH ST
BOULDER, CO 803011408
(40.03395, -105.258516)",3267 28TH ST BOULDER CO USA,"40.03395, -105.258516","40.034001,-105.2591438"
FA0000487,LEFTYS GADGET AND PIZZA,364 2ND AVE,364,,2ND,AVE,,NIWOT,CO,805445902,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,8/18/2017,03E,Cold Hold at 41 Degrees or Less,0,Critical,In,5,"364 2ND AVE
NIWOT, CO 805445902
(40.101861, -105.17022)",364 2ND AVE NIWOT CO USA,"40.101861, -105.17022","40.10204100000001,-105.1700541"
FA0000457,SANTIAGOS MEXICAN RESTAURANT,215 MAIN ST,215,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,8/18/2014,02C,Hands Washed As Needed,0,Critical,In,15,"215 MAIN ST
LONGMONT, CO 80501
(40.162473, -105.102517)",215 MAIN ST LONGMONT CO USA,"40.162473, -105.102517","40.162504,-105.1030099"
FA0000574,KTS BBQ,2660 BROADWAY ST,2660,,BROADWAY,ST,,BOULDER,CO,80304,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,12/27/2016,12C,Dishwashing Operations,0,Non-Critical,Not Observed,20,"2660 BROADWAY ST
BOULDER, CO 80304
(40.025109, -105.282052)",2660 BROADWAY ST BOULDER CO USA,"40.025109, -105.282052","40.0251452,-105.2810435"
FA0002357,ALOY THAI CUISINE,2720 CANYON BLVD,2720,,CANYON,BLVD,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,4/11/2016,04C,In Place,0,Critical,In,15,"2720 CANYON BLVD
BOULDER, CO 80302
(40.017356, -105.259396)",2720 CANYON BLVD BOULDER CO USA,"40.017356, -105.259396","40.0169562,-105.2592189"
FA0002442,PANANG THAI,1005 S PUBLIC RD,1005,S,PUBLIC,RD,,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/13/2017,02E,Smoking Eating Drinking,0,Critical,In,45,"1005 S PUBLIC RD
LAFAYETTE, CO 80026
(39.989023, -105.090513)",1005 S PUBLIC RD LAFAYETTE CO USA,"39.989023, -105.090513","39.9891435,-105.091097"
FA0005153,GREEN BELLY FOODS BLDR (MOBILE PRE-PKG),3605 MARTIN DR,3605,,MARTIN,DR,,BOULDER,CO,80305,MOBILE UNIT PREPACKAGED,PRE PACKAGED,ROUTINE INSPECTION,6/2/2018,08C,Properly Used,0,Critical,Not Applicable,15,"3605 MARTIN DR
BOULDER, CO 80305
(39.991879, -105.25095)",3605 MARTIN DR BOULDER CO USA,"39.991879, -105.25095","39.9920721,-105.2509085"
FA0000660,MIKE OSHAYS,512 MAIN ST,512,,MAIN,ST,,LONGMONT,CO,805015537,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,9/27/2017,14E,Ventilation,0,Non-Critical,Not Observed,25,"512 MAIN ST
LONGMONT, CO 805015537
(40.167925, -105.102507)",512 MAIN ST LONGMONT CO USA,"40.167925, -105.102507","40.1678872,-105.1023241"
FA0002167,FRESH THYMES EATERY,2500 30TH ST UNIT 101,2500,,30TH,ST,101,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/15/2016,08C,Properly Used,0,Critical,In,95,"2500 30TH ST UNIT 101
BOULDER, CO 80301
(40.026724, -105.253671)",2500 30TH ST UNIT 101 BOULDER CO USA,"40.026724, -105.253671","40.0267261,-105.2532795"
FA0004507,RIVERSIDE,1724 BROADWAY ST,1724,,BROADWAY,ST,,BOULDER,CO,80302,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/23/2018,04C,In Place,0,Critical,Not Observed,25,"1724 BROADWAY ST
BOULDER, CO 80302
(40.014442, -105.278783)",1724 BROADWAY ST BOULDER CO USA,"40.014442, -105.278783","40.0145226,-105.2785702"
FA0001046,BLUE OWL BOOKS,176 S HWY 119,176,S,HWY 119,,,NEDERLAND,CO,80466,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,5/15/2014,02F,Training Needed,0,Critical,In,25,"176 S HWY 119
NEDERLAND, CO 80466
(39.960088, -105.510317)",176 S HWY 119 NEDERLAND CO USA,"39.960088, -105.510317","39.95980720000001,-105.5105523"
FA0002660,SUPER TARGET 2218,551 S HOVER RD,551,S,HOVER,RD,,LONGMONT,CO,805017920,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,4/24/2014,08B,Properly Labeled,0,Critical,In,0,"551 S HOVER RD
LONGMONT, CO 805017920
(40.15398, -105.130706)",551 S HOVER RD LONGMONT CO USA,"40.15398, -105.130706","40.1534505,-105.1343014"
FA0000291,FLAGSTAFF HOUSE,1138 FLAGSTAFF RD,1138,,FLAGSTAFF,RD,,BOULDER,CO,803029510,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/8/2016,02G,No Bare Hand Contact,0,Critical,In,20,"1138 FLAGSTAFF RD
BOULDER, CO 803029510
(40.006837, -105.29432)",1138 FLAGSTAFF RD BOULDER CO USA,"40.006837, -105.29432","40.007347,-105.2945057"
FA0002653,PANERA BREAD #2439,1855 29TH ST UNIT 1172,1855,,29TH,ST,1172,BOULDER,CO,80301,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/1/2017,05C,Backflow Back Siphonage,0,Critical,In,0,"1855 29TH ST UNIT 1172
BOULDER, CO 80301
(40.019228, -105.256203)",1855 29TH ST UNIT 1172 BOULDER CO USA,"40.019228, -105.256203","40.0190602,-105.2565447"
FA0000572,NICK N WILLYS PIZZA,805 PEARL ST,805,,PEARL,ST,,BOULDER,CO,803025007,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,9/14/2017,07C,Animals Prohibited,0,Critical,In,55,"805 PEARL ST
BOULDER, CO 803025007
(40.016871, -105.2849)",805 PEARL ST BOULDER CO USA,"40.016871, -105.2849","40.0171028,-105.2848247"
FA0001090,WENDYS 5201,455 SOUTH BOULDER RD,455,,SOUTH BOULDER,RD,,LAFAYETTE,CO,800262909,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,9/5/2014,08C,Properly Used,0,Critical,In,5,"455 SOUTH BOULDER RD
LAFAYETTE, CO 800262909
(39.987003, -105.095049)",455 SOUTH BOULDER RD LAFAYETTE CO USA,"39.987003, -105.095049","39.9870253,-105.0869467"
FA0001270,UCAR,1850 TABLE MESA DR,1850,,TABLE MESA,DR,,BOULDER,CO,803035602,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/12/2013,12C,Dishwashing Operations,0,Non-Critical,Not Observed,20,"1850 TABLE MESA DR
BOULDER, CO 803035602
(39.980123, -105.280233)",1850 TABLE MESA DR BOULDER CO USA,"39.980123, -105.280233","39.9787054,-105.2747061"
FA0002332,BUFFALO WILD WINGS #111,2303 CLOVER BASIN DR,2303,,CLOVER BASIN,DR,,LONGMONT,CO,80501,RESTAURANT MORE THAN 200 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,6/6/2014,03C,Hot Hold at 135 Degrees Farenheit or Greater,0,Critical,In,15,"2303 CLOVER BASIN DR
LONGMONT, CO 80501
(40.144121, -105.13362)",2303 CLOVER BASIN DR LONGMONT CO USA,"40.144121, -105.13362","40.1436813,-105.1327938"
FA0003314,RED ROCK COFFEE HOUSE,3325 28TH ST UNIT 9,3325,,28TH,ST,9,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,2/22/2014,02G,No Bare Hand Contact,0,Critical,In,30,"3325 28TH ST UNIT 9
BOULDER, CO 80301
(40.034955, -105.258526)",3325 28TH ST UNIT 9 BOULDER CO USA,"40.034955, -105.258526","40.035352,-105.2600544"
FA0001035,HANA JAPANESE BISTRO,1148-6 W DILLON RD,1148-6,W,DILLON,RD,,LOUISVILLE,CO,800279446,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,1/17/2017,14B,Garbage and Refuse,0,Non-Critical,Not Observed,15,"1148-6 W DILLON RD
LOUISVILLE, CO 800279446
(39.961872, -105.166731)",1148-6 W DILLON RD LOUISVILLE CO USA,"39.961872, -105.166731","39.9609922,-105.1672438"
FA0000455,LA MARIPOSA RESTAURANT,1240 KEN PRATT BLVD UNIT 5A,1240,,KEN PRATT,BLVD,5A,LONGMONT,CO,805016300,RESTAURANT 101 TO 200 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,8/16/2016,11A,Refrigeration Units With Accurate Thermometers,0,Non-Critical,Not Observed,35,"1240 KEN PRATT BLVD UNIT 5A
LONGMONT, CO 805016300
(40.152321, -105.113536)",1240 KEN PRATT BLVD UNIT 5A LONGMONT CO USA,"40.152321, -105.113536","40.1528021,-105.113927"
FA0000244,ELDORADO CORNER MARKET,1805 S FOOTHILLS HWY,1805,S,FOOTHILLS,HWY,,BOULDER,CO,80303,GROCERY STORE  MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,1/24/2013,09B,Food Protected from Contamination,2,Non-Critical,Out,4,"1805 S FOOTHILLS HWY
BOULDER, CO 80303
(39.954115, -105.231692)",1805 S FOOTHILLS HWY BOULDER CO USA,"39.954115, -105.231692","39.9538096,-105.232687"
FA0000720,RIO GRANDE MEXICAN RESTAURANT,1101 WALNUT ST,1101,,WALNUT,ST,,BOULDER,CO,803025116,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/25/2016,02G,No Bare Hand Contact,0,Critical,In,55,"1101 WALNUT ST
BOULDER, CO 803025116
(40.016651, -105.280697)",1101 WALNUT ST BOULDER CO USA,"40.016651, -105.280697","40.0170142,-105.2808772"
FA0000026,ABOS PIZZA,1355 SOUTH BOULDER RD C2,1355,,SOUTH BOULDER,RD,C2,LOUISVILLE,CO,800272301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/25/2016,14A,Plumbing Installed Maintained,0,Non-Critical,Not Observed,0,"1355 SOUTH BOULDER RD C2
LOUISVILLE, CO 800272301",1355 SOUTH BOULDER RD C2 LOUISVILLE CO USA,,"39.98799899999999,-105.1255301"
FA0003276,SPROUTS FARMERS MARKET,2950 BASELINE RD,2950,,BASELINE,RD,,BOULDER,CO,80303,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,6/27/2016,07A,Evidence of Insects or Rodents,0,Critical,In,20,"2950 BASELINE RD
BOULDER, CO 80303
(39.999943, -105.254503)",2950 BASELINE RD BOULDER CO USA,"39.999943, -105.254503","39.999112,-105.2543698"
