"facility_id","inspection_date","violation_category","lower"
"FA0001116","2017-07-20","toilets/handwashing","soap and drying devices"
"FA0001124","2014-05-16","food temperature control","food thermometer"
"FA0001124","2014-05-16","personnel","training needed"
"FA0001124","2016-12-05","water/sewage/plumbing","hot and cold water under pressure"
"FA0001124","2016-12-05","personnel","training needed"
"FA0001124","2016-12-05","water/sewage/plumbing","backflow back siphonage"
"FA0001124","2016-12-05","poisons/toxins","properly labeled"
"FA0001124","2016-12-05","personnel","smoking eating drinking"
"FA0001124","2017-10-10","water/sewage/plumbing","plumbing installed maintained"
"FA0001124","2017-10-10","toilets/handwashing","soap and drying devices"
"FA0001124","2017-10-10","physical facilities","floors walls ceilings"
"FA0001124","2017-10-10","food source","approved source"
"FA0001124","2017-10-10","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0001124","2017-10-10","personnel","hands washed as needed"
"FA0001124","2018-10-17","food source","approved source"
"FA0001124","2018-10-17","water/sewage/plumbing","plumbing installed maintained"
"FA0001124","2018-10-17","poisons/toxins","properly labeled"
"FA0001124","2018-10-17","personnel","hands washed as needed"
"FA0001124","2018-10-17","utensils","single service articles stored dispensed used"
"FA0001124","2018-10-17","water/sewage/plumbing","backflow back siphonage"
"FA0001124","2018-10-17","equipment/utensil cleaning","manual"
"FA0001126","2014-12-03","physical facilities","premises maintained"
"FA0001126","2014-12-03","personnel","training needed"
"FA0001126","2014-12-03","physical facilities","lighting"
"FA0001126","2014-12-03","equipment design/contstruction","non-food contact surfaces construction"
"FA0001126","2014-12-03","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0001126","2014-12-03","physical facilities","floors walls ceilings"
"FA0001126","2014-12-03","water/sewage/plumbing","plumbing installed maintained"
"FA0001126","2015-05-20","equipment design/contstruction","food-contact surfaces construction"
"FA0001126","2015-05-20","toilets/handwashing","soap and drying devices"
"FA0001126","2015-05-20","water/sewage/plumbing","hot and cold water under pressure"
"FA0001126","2015-05-20","food labeling/protection","food protected from contamination"
"FA0001126","2015-05-20","water/sewage/plumbing","plumbing installed maintained"
"FA0001126","2015-05-20","food source","cross contamination"
"FA0001126","2015-05-20","utensils","single service articles stored dispensed used"
"FA0001126","2015-05-20","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0001126","2018-01-24","toilets/handwashing","accessible"
"FA0001126","2018-01-24","water/sewage/plumbing","plumbing installed maintained"
"FA0001126","2018-01-24","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0001126","2018-01-24","equipment design/contstruction","food-contact surfaces construction"
"FA0001126","2019-02-21","physical facilities","physical facilities installed, maintained, & clean"
"FA0001126","2019-02-21","personnel","procedures for responding to vomiting and diarrheal events"
"FA0001126","2019-02-21","personnel","certified food protection manager"
"FA0001126","2019-02-21","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0001126","2019-02-21","food source","proper date marking and disposition"
"FA0001126","2019-02-21","food source","food in good condition, safe, & unadulterated"
"FA0001126","2019-02-21","food labeling/protection","food separated and protected"
"FA0001138","2013-03-25","food temperature control","cold hold at 41 degrees or less"
"FA0001138","2013-03-25","personnel","no bare hand contact"
"FA0001138","2013-03-25","water/sewage/plumbing","backflow back siphonage"
"FA0001138","2013-03-25","personnel","hygienic practices"
"FA0001138","2013-09-20","toilets/handwashing","soap and drying devices"
"FA0001138","2013-09-20","food temperature control","cold hold at 41 degrees or less"
"FA0001138","2013-09-20","food source","wholesome free of spoilage"
"FA0001138","2013-09-20","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0001138","2016-02-09","utensils","single service articles stored dispensed used"
"FA0001138","2016-02-09","water/sewage/plumbing","plumbing installed maintained"
"FA0001138","2016-02-09","water/sewage/plumbing","hot and cold water under pressure"
"FA0001138","2019-10-30","water/sewage/plumbing","plumbing installed; proper backflow devices"
"FA0001138","2019-10-30","food source","proper date marking and disposition"
"FA0001138","2019-10-30","personnel","hands clean & properly washed"
"FA0001138","2019-10-30","food temperature control","proper cold holding temperatures"
"FA0001138","2019-10-30","food source","required records available: shellstock tags, parasite destruction"
"FA0001138","2019-10-30","food labeling/protection","food separated and protected"
"FA0001149","2013-09-20","personnel","no bare hand contact"
"FA0001149","2016-04-20","poisons/toxins","properly labeled"
"FA0001149","2016-04-20","poisons/toxins","properly stored"
"FA0001149","2016-04-20","toilets/handwashing","soap and drying devices"
"FA0001149","2016-04-20","food source","haccp plan"
"FA0001149","2016-04-20","food source","cross contamination"
"FA0001161","2016-12-22","personnel","smoking eating drinking"
"FA0001161","2019-03-19","personnel","procedures for responding to vomiting and diarrheal events"
"FA0001161","2019-03-19","personnel","certified food protection manager"
"FA0001161","2019-09-17","personnel","procedures for responding to vomiting and diarrheal events"
"FA0001161","2019-09-17","personnel","certified food protection manager"
"FA0001163","2014-07-09","food temperature control","cold hold at 41 degrees or less"
"FA0001163","2014-07-09","food temperature control","adequate equipment to maintain food temperatures"
"FA0001163","2015-03-27","personnel","hands washed as needed"
"FA0001163","2015-03-27","water/sewage/plumbing","plumbing installed maintained"
"FA0001163","2015-03-27","equipment/utensil cleaning","wiping cloths"
"FA0001163","2015-03-27","physical facilities","floors walls ceilings"
"FA0001163","2015-03-27","personnel","training needed"
"FA0001163","2017-05-11","personnel","hands washed as needed"
"FA0001163","2017-05-11","toilets/handwashing","soap and drying devices"
"FA0001166","2013-01-24","toilets/handwashing","physical facilities adequate toilet facilities"
"FA0001166","2013-01-24","utensils","single service articles stored dispensed used"
"FA0001166","2013-01-24","toilets/handwashing","soap and drying devices"
"FA0001166","2013-01-24","personnel","hands washed as needed"
"FA0001166","2013-01-24","personnel","smoking eating drinking"
"FA0001166","2013-01-24","poisons/toxins","properly used"
"FA0001166","2013-01-24","personnel","training needed"
"FA0001166","2014-09-05","food labeling/protection","food protected from contamination"
"FA0001166","2014-09-05","physical facilities","floors walls ceilings"
"FA0001166","2014-09-05","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0001166","2016-06-17","poisons/toxins","properly labeled"
"FA0001166","2016-06-17","equipment design/contstruction","food-contact surfaces construction"
"FA0001166","2016-06-17","toilets/handwashing","soap and drying devices"
"FA0001166","2018-04-13","equipment design/contstruction","food-contact surfaces construction"
"FA0001166","2018-04-13","water/sewage/plumbing","plumbing installed maintained"
"FA0001166","2018-04-13","toilets/handwashing","soap and drying devices"
"FA0001167","2013-12-30","personnel","training needed"
"FA0001167","2013-12-30","water/sewage/plumbing","hot and cold water under pressure"
"FA0001167","2013-12-30","personnel","smoking eating drinking"
"FA0001167","2013-12-30","personnel","hands washed as needed"
"FA0001167","2014-02-19","physical facilities","floors walls ceilings"
"FA0001167","2014-02-19","physical facilities","lighting"
"FA0001167","2014-02-19","water/sewage/plumbing","hot and cold water under pressure"
"FA0001167","2016-06-15","physical facilities","premises maintained"
"FA0001167","2018-05-04","water/sewage/plumbing","hot and cold water under pressure"
"FA0001167","2018-05-04","personnel","smoking eating drinking"
"FA0001168","2017-07-05","equipment/utensil cleaning","wiping cloths"
"FA0001168","2017-07-05","food temperature control","cold hold at 41 degrees or less"
"FA0001169","2015-06-16","food labeling/protection","food protected from contamination"
"FA0001169","2015-06-16","personnel","hygienic practices"
"FA0001169","2017-03-17","equipment design/contstruction","food-contact surfaces construction"
"FA0001169","2017-03-17","poisons/toxins","properly labeled"
"FA0001169","2017-03-17","water/sewage/plumbing","backflow back siphonage"
"FA0001169","2017-03-17","poisons/toxins","properly stored"
"FA0001169","2017-03-17","equipment/utensil cleaning","manual"
"FA0001169","2017-03-17","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0001169","2017-03-17","utensils","equipment utensils provided used, stored"
"FA0001169","2017-03-17","toilets/handwashing","accessible"
"FA0001169","2019-08-21","personnel","certified food protection manager"
"FA0001169","2019-08-21","personnel","proper eating, tasting, drinking, or tobacco use"
"FA0001169","2019-08-21","personnel","procedures for responding to vomiting and diarrheal events"
"FA0001169","2019-08-21","food temperature control","proper cold holding temperatures"
"FA0001169","2019-08-21","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0001175","2014-05-02","physical facilities","locker rooms"
"FA0001175","2014-05-02","poisons/toxins","properly labeled"
"FA0001175","2014-05-02","food temperature control","food thermometer"
"FA0001175","2014-05-02","equipment design/contstruction","non-food contact surfaces construction"
"FA0001175","2017-03-15","food temperature control","food thermometer"
"FA0001175","2017-03-15","food source","cross contamination"
"FA0001175","2017-03-15","physical facilities","floors walls ceilings"
"FA0001175","2017-03-15","water/sewage/plumbing","plumbing installed maintained"
"FA0001175","2017-03-15","equipment design/contstruction","non-food contact surfaces construction"
"FA0001175","2017-03-15","poisons/toxins","properly labeled"
"FA0001182","2014-07-30","food source","cross contamination"
"FA0001182","2014-07-30","food source","wholesome free of spoilage"
"FA0001182","2014-07-30","personnel","hygienic practices"
"FA0001182","2015-11-04","physical facilities","premises maintained"
"FA0001182","2015-11-04","personnel","training needed"
"FA0001182","2015-11-04","toilets/handwashing","accessible"
"FA0001182","2015-11-04","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0001182","2015-11-04","food labeling/protection","food protected from contamination"
"FA0001182","2015-11-04","personnel","no bare hand contact"
"FA0001182","2015-11-04","personnel","smoking eating drinking"
"FA0001182","2015-11-04","toilets/handwashing","soap and drying devices"
"FA0001182","2015-11-04","food labeling/protection","original container properly labeled"
"FA0001182","2015-11-04","equipment design/contstruction","food-contact surfaces construction"
"FA0001182","2015-11-04","water/sewage/plumbing","plumbing installed maintained"
"FA0001182","2015-11-04","personnel","hands washed as needed"
"FA0001182","2016-06-24","equipment design/contstruction","food-contact surfaces construction"
"FA0001182","2016-06-24","physical facilities","ventilation"
