facility_name_plus,violations
LAFAYETTE - CROSSING NUTRITION THE - 1455 COAL CREEK DR,2019-10-14 - personnel - procedures for responding to vomiting and diarrheal events_2019-10-14 - personnel - certified food protection manager_
LAFAYETTE - CUGINI PIZZERIA - 385 CROSSING DR UNIT 105,2014-06-09 - equipment design/contstruction - food-contact surfaces construction_2014-06-09 - physical facilities - lighting_2014-06-09 - equipment/utensil cleaning - non-food contact surfaces cleaning_2014-06-09 - water/sewage/plumbing - plumbing installed maintained_2018-11-05 - toilets/handwashing - accessible_2018-11-05 - personnel - smoking eating drinking_2018-11-05 - poisons/toxins - properly labeled_2018-11-05 - water/sewage/plumbing - hot and cold water under pressure_
LAFAYETTE - DAIRY QUEEN - 305 EXEMPLA CIR,2016-06-27 - personnel - smoking eating drinking_2018-12-19 - personnel - hands washed as needed_2018-12-19 - toilets/handwashing - soap and drying devices_
LAFAYETTE - DELICIOUS ZS - 802 S PUBLIC RD UNIT D,"2014-05-16 - food labeling/protection - food protected from contamination_2014-05-16 - utensils - equipment utensils provided used, stored_2014-05-16 - personnel - hygienic practices_2014-05-16 - food temperature control - cold hold at 41 degrees or less_2014-05-16 - equipment/utensil cleaning - wiping cloths_2015-10-01 - toilets/handwashing - accessible_2015-10-01 - utensils - equipment utensils provided used, stored_2015-10-01 - food temperature control - cold hold at 41 degrees or less_2015-10-01 - physical facilities - floors walls ceilings_2015-10-01 - food labeling/protection - food protected from contamination_2015-10-01 - personnel - hygienic practices_2015-10-01 - equipment/utensil cleaning - non-food contact surfaces cleaning_2015-10-01 - utensils - single service articles stored dispensed used_2015-10-01 - toilets/handwashing - soap and drying devices_2015-10-01 - equipment/utensil cleaning - food contact surfaces cleaning_2017-07-11 - food labeling/protection - food protected from contamination_2017-07-11 - equipment/utensil cleaning - wiping cloths_2017-07-11 - food source - consumer advisory_"
LAFAYETTE - DILLINGERS BAR AND GRILL - 1202 CENTAUR VILLAGE DR,2013-01-15 - food temperature control - cold hold at 41 degrees or less_2016-01-04 - food temperature control - cold hold at 41 degrees or less_2016-01-04 - food temperature control - adequate equipment to maintain food temperatures_2016-01-04 - toilets/handwashing - soap and drying devices_2016-01-04 - personnel - smoking eating drinking_2016-01-04 - water/sewage/plumbing - hot and cold water under pressure_2016-01-04 - food source - consumer advisory_2019-03-25 - personnel - certified food protection manager_2019-03-25 - food temperature control - proper hot holding temperatures_2019-03-25 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-03-25 - personnel - procedures for responding to vomiting and diarrheal events_2019-03-25 - food labeling/protection - food separated and protected_2019-03-25 - food source - proper date marking and disposition_
LAFAYETTE - DOS WAPOS - 1389 FOREST PARK CIR UNIT 102,"2014-03-07 - food source - wholesome free of spoilage_2014-03-07 - food labeling/protection - food protected from contamination_2014-03-07 - food source - consumer advisory_2014-03-07 - utensils - equipment utensils provided used, stored_2014-03-07 - personnel - no bare hand contact_2014-03-07 - physical facilities - lighting_2014-03-07 - physical facilities - floors walls ceilings_2014-03-07 - water/sewage/plumbing - hot and cold water under pressure_2014-03-07 - food temperature control - adequate equipment to maintain food temperatures_2014-03-07 - food temperature control - cold hold at 41 degrees or less_2014-03-07 - poisons/toxins - properly used_2016-09-08 - food temperature control - cooling methods_2018-05-18 - equipment/utensil cleaning - non-food contact surfaces cleaning_2018-05-18 - personnel - hygienic practices_2018-05-18 - personnel - training needed_2018-05-18 - utensils - equipment utensils provided used, stored_2018-05-18 - food temperature control - cold hold at 41 degrees or less_2018-05-18 - physical facilities - premises maintained_2018-05-18 - food temperature control - adequate equipment to maintain food temperatures_2018-05-18 - food labeling/protection - food protected from contamination_"
LAFAYETTE - EATS AND SWEETS - 401 S PUBLIC RD UNIT C,2014-04-24 - equipment/utensil cleaning - chemical test kits provided accessible_2014-04-24 - food temperature control - adequate equipment to maintain food temperatures_2014-04-24 - food temperature control - cold hold at 41 degrees or less_2016-09-09 - personnel - hands washed as needed_2016-09-09 - food temperature control - cold hold at 41 degrees or less_2016-09-09 - water/sewage/plumbing - hot and cold water under pressure_2017-03-21 - food source - cross contamination_2017-03-21 - food temperature control - cold hold at 41 degrees or less_2019-04-17 - personnel - procedures for responding to vomiting and diarrheal events_2019-04-17 - personnel - certified food protection manager_
LAFAYETTE - EFRAINS - 101 E CLEVELAND ST,2013-08-21 - water/sewage/plumbing - backflow back siphonage_2013-08-21 - personnel - smoking eating drinking_2014-06-16 - personnel - hygienic practices_2014-06-16 - food source - cross contamination_2014-06-16 - food source - consumer advisory_2014-06-16 - personnel - smoking eating drinking_2014-06-16 - water/sewage/plumbing - backflow back siphonage_2016-10-06 - toilets/handwashing - soap and drying devices_2016-10-06 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-10-06 - toilets/handwashing - accessible_2016-10-06 - food temperature control - cooling methods_2016-10-06 - food temperature control - cold hold at 41 degrees or less_2016-10-06 - personnel - hands washed as needed_2016-10-06 - personnel - smoking eating drinking_2016-10-06 - personnel - training needed_2016-10-06 - food temperature control - food thermometer_2017-07-05 - food temperature control - cold hold at 41 degrees or less_2018-09-12 - food temperature control - cold hold at 41 degrees or less_2018-09-12 - water/sewage/plumbing - backflow back siphonage_2019-04-17 - food temperature control - proper cold holding temperatures_2019-04-17 - personnel - procedures for responding to vomiting and diarrheal events_2019-04-17 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-11-14 - water/sewage/plumbing - plumbing installed; proper backflow devices_2019-11-14 - food temperature control - approved thawing methods used_2019-11-14 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_
LAFAYETTE - EINSTEIN BROS BAGELS #3631 - 548 W SOUTH BOULDER RD UNIT A,2016-05-12 - water/sewage/plumbing - plumbing installed maintained_2018-04-13 - physical facilities - floors walls ceilings_
LAFAYETTE - FIREHOUSE SUBS - 534 W SOUTH BOULDER RD UNIT D,2016-10-14 - water/sewage/plumbing - plumbing installed maintained_2016-10-14 - water/sewage/plumbing - hot and cold water under pressure_2019-06-03 - personnel - certified food protection manager_
LAFAYETTE - FRONT RANGE BREWING CO - 400 W SOUTH BOULDER RD UNIT 1650,2015-09-10 - poisons/toxins - properly stored_2015-09-10 - equipment/utensil cleaning - chemical test kits provided accessible_2018-12-21 - poisons/toxins - properly stored_2018-12-21 - equipment/utensil cleaning - mechanical_2018-12-21 - food source - cross contamination_2018-12-21 - physical facilities - floors walls ceilings_2018-12-21 - food temperature control - adequate equipment to maintain food temperatures_2018-12-21 - equipment design/contstruction - food-contact surfaces construction_
LAFAYETTE - GHOST BOX PIZZA - 103 S PUBLIC RD,2013-01-11 - physical facilities - floors walls ceilings_2013-01-11 - physical facilities - premises maintained_2013-01-11 - water/sewage/plumbing - hot and cold water under pressure_2013-01-11 - water/sewage/plumbing - plumbing installed maintained_2013-01-11 - poisons/toxins - properly labeled_2013-01-11 - food temperature control - cold hold at 41 degrees or less_2013-01-11 - equipment/utensil cleaning - food contact surfaces cleaning_2013-01-11 - equipment design/contstruction - non-food contact surfaces construction_2013-01-11 - food source - wholesome free of spoilage_2013-01-11 - food temperature control - hot hold at 135 degrees farenheit or greater_2013-01-11 - toilets/handwashing - soap and drying devices_2013-01-11 - poisons/toxins - properly stored_2013-01-11 - equipment design/contstruction - food-contact surfaces construction_2015-01-12 - equipment design/contstruction - non-food contact surfaces construction_2015-01-12 - physical facilities - floors walls ceilings_2015-01-12 - food temperature control - cold hold at 41 degrees or less_2017-09-20 - food temperature control - cold hold at 41 degrees or less_2017-09-20 - toilets/handwashing - soap and drying devices_2017-09-20 - food temperature control - cooling methods_2017-09-20 - food temperature control - rapidly reheat to 165 degrees or greater_2017-09-20 - water/sewage/plumbing - hot and cold water under pressure_
LAFAYETTE - GOOD TIMES BURGERS AND FROZEN CUSTARD - 575 SOUTH BOULDER RD,"2013-07-19 - personnel - hands washed as needed_2013-07-19 - food source - wholesome free of spoilage_2013-07-19 - food temperature control - cold hold at 41 degrees or less_2014-08-15 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-09-30 - food labeling/protection - food protected from contamination_2016-09-30 - equipment/utensil cleaning - manual_2016-09-30 - food temperature control - cold hold at 41 degrees or less_2016-09-30 - toilets/handwashing - accessible_2019-03-25 - food source - proper date marking and disposition_2019-03-25 - poisons/toxins - toxic substances properly identified, stored & used_2019-03-25 - food temperature control - proper cold holding temperatures_"
LAFAYETTE - GREAT OUTDOORS WATER PARK THE - 500 S BOULDER RD,2018-06-27 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-06-27 - poisons/toxins - properly labeled_
LAFAYETTE - INDIAN PEAKS GOLF COURSE AT LAFAYET - 2300 INDIAN PEAKS TR,2014-05-05 - food labeling/protection - food protected from contamination_2016-09-28 - toilets/handwashing - accessible_2016-09-28 - toilets/handwashing - soap and drying devices_2016-09-28 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-09-28 - food labeling/protection - food protected from contamination_2019-08-06 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-08-06 - personnel - certified food protection manager_2019-08-06 - personnel - procedures for responding to vomiting and diarrheal events_2019-08-06 - food temperature control - proper cold holding temperatures_
LAFAYETTE - JAX COFFEE GEAR (MOBILE INSIDE JAX LAFAYETTE OUTDOOR) - 900 S HWY 287,2016-07-12 - poisons/toxins - properly used_2019-11-08 - personnel - procedures for responding to vomiting and diarrheal events_
LAFAYETTE - JEANNOTS PATISSERIE & BISTRO - 2770 ARAPAHOE RD UNIT 124,2016-08-25 - water/sewage/plumbing - plumbing installed maintained_2017-07-11 - personnel - hygienic practices_2017-07-11 - toilets/handwashing - soap and drying devices_2017-07-11 - water/sewage/plumbing - hot and cold water under pressure_
LAFAYETTE - JERSEY MIKES SUBS 22043 - 535 W SOUTH BOULDER RD UNIT 290,"2013-07-23 - food temperature control - cold hold at 41 degrees or less_2013-07-23 - personnel - smoking eating drinking_2013-07-23 - utensils - equipment utensils provided used, stored_2013-07-23 - toilets/handwashing - soap and drying devices_2019-12-30 - water/sewage/plumbing - hot & cold water available; adequate pressure_2019-12-30 - personnel - certified food protection manager_2019-12-30 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-12-30 - food source - proper date marking and disposition_"
LAFAYETTE - MARTINOS PIZZERIA - 1389 FOREST PARK CIR UNIT 101,2014-05-06 - utensils - no reuse of single service articles_2016-09-08 - personnel - hygienic practices_2016-09-08 - food temperature control - cold hold at 41 degrees or less_
LAFAYETTE - MCDONALDS 26108 - 399 N HWY 287,2014-03-24 - utensils - single service articles stored dispensed used_2014-03-24 - water/sewage/plumbing - hot and cold water under pressure_2014-03-24 - physical facilities - lighting_2014-03-24 - food labeling/protection - food protected from contamination_2014-03-24 - water/sewage/plumbing - plumbing installed maintained_2017-03-13 - toilets/handwashing - soap and drying devices_2018-05-17 - physical facilities - premises maintained_2019-09-09 - water/sewage/plumbing - plumbing installed; proper backflow devices_
